aso,brand,capacity,color,fuel_type,horse_power,is_used,mileage,no_accidents,number_of_doors,origin_country,price,transmission,type,year
None,Skoda,999,Niebieski,Benzyna,110,False,5,True,5,Polska,130500,Automatyczna,None,2024
None,Volkswagen,2967,Czarny,Diesel,262,True,249000,None,5,None,124900,Automatyczna,None,2016
None,Skoda,999,Biały,Benzyna,110,False,5,True,5,Polska,124900,Automatyczna,None,2024
None,BMW,4395,Inny kolor,Benzyna,450,True,97000,None,4,Niemcy,113900,Automatyczna,None,2015
True,Mercedes-Benz,2996,Szary,Benzyna,390,True,48000,True,5,Polska,212850,Automatyczna,None,2018
None,Skoda,1498,Czerwony,Benzyna,150,False,5,True,5,None,118700,Manualna,None,2023
True,Toyota,1798,Czarny,Benzyna,98,True,1069,None,5,None,115000,Automatyczna,None,2022
None,Skoda,999,Szary,Benzyna,110,False,5,True,5,None,113800,Automatyczna,None,2024
None,Volvo,1984,Czerwony,Diesel,150,True,149000,True,5,None,49999,Automatyczna,None,2017
True,Mazda,1998,Bordowy,Benzyna,122,True,14000,True,4,Polska,95888,Automatyczna,None,2019
True,Audi,2967,Biały,Diesel,286,True,5000,True,5,Polska,439900,Automatyczna,None,2023
None,Alfa Romeo,1956,Szary,Diesel,136,True,125000,True,5,Belgia,34900,Manualna,None,2012
True,Renault,1997,Czarny,Diesel,200,True,83000,True,5,Polska,85900,Automatyczna,None,2019
None,Renault,1461,Szary,Diesel,110,True,108461,None,5,None,23000,Manualna,None,2011
True,Audi,2995,Czarny,Benzyna,340,True,25000,True,5,Polska,299900,Automatyczna,None,2022
None,Mercedes-Benz,3498,Czarny,Benzyna,306,True,91000,None,5,None,109000,Automatyczna,None,2015
True,Alfa Romeo,1995,Szary,Benzyna,280,True,90000,True,4,Polska,129999,Automatyczna,None,2019
True,Audi,1395,Czarny,Benzyna,150,True,63100,True,5,Polska,114900,Automatyczna,None,2018
None,Audi,2995,Biały,Benzyna,333,True,133000,None,4,Stany Zjednoczone,79900,Automatyczna,None,2016
None,Cupra,1498,Szary,Benzyna,150,False,5,True,5,None,166200,Automatyczna,None,2023
True,Seat,999,Pomarańczowy,Benzyna,115,True,44000,True,5,Polska,73333,Manualna,None,2020
None,Audi,2967,Granatowy,Diesel,245,True,139800,None,5,None,97900,Automatyczna,None,2014
None,Nissan,2488,Czarny,Benzyna,173,True,178400,None,5,None,55000,Automatyczna,None,2016
True,Mitsubishi,1998,Brązowy,Benzyna,150,True,97000,True,5,Polska,73777,Manualna,None,2019
None,Seat,1498,Biały,Benzyna,150,False,1,True,5,None,152428,Automatyczna,None,2023
True,Renault,1197,Czerwony,Benzyna,130,True,148000,True,5,Polska,50000,Manualna,None,2017
True,Mercedes-Benz,1991,Czarny,Hybryda,211,True,41000,None,5,Polska,189998,Automatyczna,None,2021
True,Ford,999,Biały,Benzyna,100,True,220000,True,5,Polska,33900,Manualna,None,2018
True,Skoda,1968,Czarny,Diesel,150,True,122125,True,5,Polska,104900,Automatyczna,None,2019
None,Peugeot,1199,Srebrny,Benzyna,110,True,90500,True,5,Francja,34900,Manualna,None,2014
True,Lexus,1987,Biały,Hybryda,152,True,16566,True,5,Polska,146900,Automatyczna,None,2020
True,Nissan,1598,Fioletowy,Diesel,130,True,215455,True,5,Niemcy,36900,Manualna,None,2012
None,Kia,1598,Biały,Benzyna,180,False,10,True,5,None,161800,Automatyczna,None,2023
None,Audi,1968,Czarny,Diesel,190,True,275000,True,5,Niemcy,59500,Manualna,None,2014
True,Kia,1975,Brązowy,Benzyna,142,True,123000,True,5,Niemcy,25700,Manualna,None,2008
None,Volkswagen,None,Srebrny,Elektryczny,204,False,1,True,None,Polska,216750,Automatyczna,None,2023
None,Nissan,3498,Srebrny,Benzyna+LPG,234,True,162000,None,5,None,21900,Automatyczna,None,2005
True,Skoda,999,Czarny,Benzyna,110,True,67334,True,5,Polska,78900,Manualna,None,2021
None,Opel,1362,Czarny,Benzyna,120,True,146000,None,3,None,28000,Manualna,None,2012
None,BMW,1995,Biały,Diesel,190,False,1,True,4,Polska,221589,Automatyczna,None,2023
True,Mazda,2488,Szary,Hybryda,191,True,19016,True,5,Polska,259900,Automatyczna,None,2022
True,Mercedes-Benz,None,Czarny,Elektryczny,228,True,3410,True,5,Polska,269900,Automatyczna,None,2023
True,Porsche,2995,Szary,Benzyna,340,True,85521,True,5,Polska,339000,Automatyczna,None,2019
None,Renault,1997,Inny kolor,Benzyna,140,True,164200,True,5,Niemcy,25500,Manualna,None,2010
True,Mitsubishi,1998,Brązowy,Benzyna,147,True,152544,True,5,Niemcy,46900,Manualna,None,2012
None,Opel,1995,Niebieski,Diesel,114,True,350000,None,4,None,24900,Manualna,None,2012
True,Renault,1598,Brązowy,Diesel,145,True,188500,True,4,None,83000,Manualna,None,2017
None,Seat,1598,Granatowy,Diesel,110,True,266340,None,5,None,37000,Manualna,None,2016
None,Mercedes-Benz,2996,Czarny,Benzyna,160,True,20000,None,5,None,142000,Manualna,None,1955
None,Subaru,2457,Czarny,Benzyna,300,True,199400,None,5,None,88000,Manualna,None,2012
None,Acura,1996,Czarny,Benzyna,284,True,112000,None,5,Stany Zjednoczone,155000,Automatyczna,None,2019
None,BMW,1998,Czarny,Benzyna,231,True,54000,None,5,Stany Zjednoczone,125000,Automatyczna,None,2019
True,Hyundai,1591,Niebieski,Benzyna,135,True,131000,True,5,Niemcy,42999,Manualna,None,2013
True,Porsche,3996,Czarny,Benzyna,480,True,59000,True,5,Niemcy,549000,Automatyczna,None,2019
True,Skoda,1498,Srebrny,Benzyna,150,True,82000,True,5,Polska,95900,Manualna,None,2020
True,Audi,2967,Szary,Diesel,286,True,155000,True,5,None,207900,Automatyczna,None,2018
True,Skoda,1968,Srebrny,Diesel,150,True,93965,True,5,Polska,116900,Automatyczna,None,2018
True,Ford,999,Czarny,Benzyna,100,True,67500,True,4,Niemcy,32100,Manualna,None,2018
True,BMW,1995,Szary,Diesel,190,True,137000,None,5,Belgia,49900,Automatyczna,None,2018
True,Volkswagen,1968,Biały,Diesel,190,True,125888,None,5,None,157000,Automatyczna,None,2019
True,BMW,None,Biały,Elektryczny,313,True,14000,True,5,None,232900,Automatyczna,None,2023
True,BMW,1998,Czerwony,Benzyna,245,True,14000,True,5,Polska,338900,Automatyczna,None,2023
True,Jaguar,1999,Czarny,Diesel,180,True,87300,True,5,Polska,126900,Automatyczna,None,2019
True,Renault,1995,Biały,Diesel,184,False,14,True,5,Polska,165900,Automatyczna,None,2022
True,Porsche,3995,Srebrny,Benzyna,420,True,2970,True,2,Polska,519000,Manualna,None,2023
True,Opel,1364,Szary,Benzyna,140,True,148000,True,5,Niemcy,52500,Manualna,None,2013
True,Hyundai,998,Czerwony,Benzyna,120,True,25000,True,5,Polska,89000,Automatyczna,None,2021
True,Hyundai,1685,Czarny,Diesel,116,True,164000,True,5,Niemcy,54999,Manualna,None,2015
None,Ford,1498,Szary,Diesel,75,True,175380,None,5,None,24900,Manualna,None,2013
True,Suzuki,1586,Inny kolor,Benzyna,120,True,174000,True,5,Niemcy,44999,Manualna,None,2015
None,Volkswagen,1390,Szary,Benzyna,80,True,157000,None,5,None,27900,Manualna,None,2009
None,Nissan,1997,Czarny,Benzyna,141,True,157593,None,5,None,43999,Manualna,None,2012
None,Opel,1364,Srebrny,Benzyna,140,True,166274,True,5,Niemcy,51999,Manualna,None,2013
True,Nissan,1461,Srebrny,Diesel,103,True,81754,True,5,Niemcy,32999,Manualna,None,2010
True,Suzuki,1490,Czerwony,Benzyna,102,True,211000,True,5,None,16000,Manualna,None,2008
None,Renault,999,Szary,Benzyna,91,True,21931,None,5,None,36500,Manualna,None,2021
True,Mercedes-Benz,2925,Inny kolor,Diesel,330,True,135000,True,5,Polska,281900,Automatyczna,None,2020
None,Seat,999,Czerwony,Benzyna,110,True,14300,True,5,None,97900,Automatyczna,None,2022
True,Ford,1997,Szary,Diesel,150,True,215959,True,5,Niemcy,38999,Manualna,None,2015
None,Toyota,1998,Beżowy,Diesel,126,True,185000,None,5,None,29500,Manualna,None,2011
None,BMW,1999,Szary,Diesel,184,True,299000,True,5,Niemcy,19999,Manualna,None,2010
True,BMW,2993,Złoty,Benzyna,510,True,6893,True,4,Polska,515900,Automatyczna,None,2023
True,Volkswagen,1968,Czarny,Diesel,150,True,127000,True,5,Polska,107010,Automatyczna,None,2018
True,Mercedes-Benz,2987,Biały,Diesel,258,True,148779,True,5,Polska,160000,Automatyczna,None,2016
None,Volkswagen,2967,Czarny,Diesel,258,True,160000,None,4,None,185000,Automatyczna,None,2020
None,BMW,1998,Biały,Benzyna,252,True,220000,True,5,Polska,63960,Automatyczna,None,2016
True,Infiniti,1991,Brązowy,Benzyna,211,True,110814,True,4,Polska,119925,Automatyczna,None,2017
True,Audi,1498,Biały,Benzyna,150,True,34260,True,5,None,79900,Automatyczna,None,2020
None,Toyota,2982,Złoty,Diesel,173,True,269000,None,5,None,69000,Automatyczna,None,2008
True,Opel,1598,Srebrny,Benzyna,100,True,200000,True,5,Niemcy,7900,Manualna,None,2005
True,Renault,1332,Złoty,Benzyna,140,True,54000,True,5,Polska,65800,Manualna,None,2019
None,MINI,1998,Czerwony,Benzyna,306,True,3700,True,5,None,215000,Automatyczna,None,2023
True,Ford,1596,Czarny,Benzyna,125,True,226000,True,5,Niemcy,29999,Manualna,None,2011
None,Renault,1461,Brązowy,Diesel,85,True,413700,True,4,Polska,11000,Manualna,None,2009
None,Fiat,1368,Niebieski,Benzyna,120,True,176000,True,5,Niemcy,16900,Manualna,None,2009
True,Ford,1999,Czerwony,Benzyna,250,True,55000,None,5,Kanada,57500,Manualna,None,2017
True,Toyota,1800,Czarny,Benzyna,147,True,112253,True,3,Niemcy,23900,Manualna,None,2003
None,Citroën,1997,Szary,Diesel,138,True,237961,True,5,Niemcy,11900,Manualna,None,2005
None,BMW,2993,Czarny,Diesel,245,True,421000,None,4,Niemcy,28000,Automatyczna,None,2009
True,Seat,999,Srebrny,Benzyna,95,True,41382,True,5,Polska,68500,Manualna,None,2021
None,BMW,1995,Biały,Diesel,177,True,280000,None,5,None,37900,Manualna,None,2008
None,Audi,1968,Czarny,Diesel,136,True,229026,None,5,None,54999,Manualna,None,2012
None,Fiat,1242,Srebrny,Benzyna,69,True,148000,True,5,Polska,12500,Manualna,None,2011
None,Land Rover,3630,Srebrny,Diesel,272,True,297000,True,5,Włochy,37500,Automatyczna,None,2007
True,BMW,2993,Czerwony,Diesel,340,True,3597,True,5,Polska,379900,Automatyczna,None,2023
True,Toyota,1490,Złoty,Benzyna,125,True,13462,None,4,Polska,88900,Automatyczna,None,2022
None,Volkswagen,1968,Biały,Diesel,140,True,216000,None,5,None,42000,Manualna,None,2010
True,Renault,1461,Biały,Diesel,91,True,160729,True,5,Niemcy,36999,Manualna,None,2014
None,Toyota,1490,Biały,Hybryda,92,True,6200,None,5,None,105000,Automatyczna,None,2023
None,BMW,1995,Czarny,Diesel,177,True,278799,True,5,Polska,24900,Manualna,None,2007
None,Fiat,1368,Zielony,Benzyna,95,True,96300,True,5,Polska,39900,Manualna,None,2019
None,Chrysler,3605,Bordowy,Benzyna+LPG,283,True,298000,None,5,Stany Zjednoczone,36900,Automatyczna,None,2012
True,Fiat,1997,Złoty,Diesel,120,True,100000,True,5,Polska,49900,Manualna,None,2011
None,Mercedes-Benz,3222,Czarny,Diesel,204,True,468705,None,5,Niemcy,17999,Automatyczna,None,2003
None,Ford,2198,Srebrny,Diesel,150,True,119406,None,4,None,37000,Manualna,None,2013
None,Renault,1461,Czarny,Diesel,75,True,186921,True,5,Polska,18490,Manualna,None,2012
None,Opel,1910,Srebrny,Diesel,150,True,198000,None,5,None,9999,Manualna,None,2005
True,Toyota,1298,Srebrny,Benzyna,87,True,189185,True,3,Niemcy,15999,Manualna,None,2008
True,Kia,1591,Czarny,Benzyna,135,True,139000,True,5,Niemcy,41999,Manualna,None,2014
None,Renault,1461,Srebrny,Diesel,116,True,33000,None,4,None,61900,Manualna,None,2021
None,BMW,2000,Biały,Benzyna,325,True,109000,None,5,None,120000,Automatyczna,None,2016
True,Ford,1999,Szary,Hybryda,140,True,133000,True,5,None,99999,Automatyczna,None,2019
None,BMW,1998,Czarny,Benzyna,190,False,None,True,4,Polska,239850,Automatyczna,None,2024
True,Ford,1198,Biały,Benzyna,70,True,168000,None,5,Niemcy,20500,Manualna,None,2017
None,Mitsubishi,2477,Czarny,Diesel,136,True,193000,None,4,None,35980,Manualna,None,2011
None,Mazda,1560,Czarny,Diesel,115,True,195000,None,5,None,19400,Manualna,None,2011
True,Nissan,1618,Brązowy,Benzyna,163,True,86000,True,5,Niemcy,64900,Manualna,None,2015
True,Chrysler,3605,Szary,Benzyna+LPG,283,True,470000,None,5,None,33900,Automatyczna,None,2014
True,Peugeot,1997,Czarny,Diesel,150,True,207000,True,5,Niemcy,43900,Manualna,None,2015
True,Land Rover,1999,Biały,Benzyna,240,True,109150,True,5,Polska,90000,Automatyczna,None,2014
True,Skoda,1968,Srebrny,Diesel,150,True,266000,True,5,None,46500,Manualna,None,2015
None,Jaguar,1997,Szary,Diesel,204,True,13257,True,4,Polska,219000,Automatyczna,None,2023
None,Kia,1120,Czarny,Diesel,75,True,199000,None,5,None,12900,Manualna,None,2012
True,Mercedes-Benz,2987,Srebrny,Diesel,235,True,357917,True,4,Niemcy,33900,Automatyczna,None,2006
None,Chevrolet,5700,Czerwony,Benzyna,230,True,82000,True,2,Stany Zjednoczone,49000,Automatyczna,None,1986
True,Mercedes-Benz,1991,Czarny,Benzyna,190,True,35600,True,4,Polska,156210,Automatyczna,None,2020
None,Audi,2999,Czarny,Diesel,286,True,223000,None,5,None,178900,Automatyczna,None,2018
True,Opel,1364,Błękitny,Benzyna,140,True,159000,None,5,Francja,23800,Manualna,None,2014
None,Dacia,1461,Czarny,Diesel,115,True,27000,None,5,None,38900,Manualna,None,2018
None,BMW,1499,Niebieski,Benzyna,136,False,5000,True,5,None,159999,Automatyczna,None,2023
None,Ford,2491,Szary,Hybryda,190,True,13500,None,4,None,169000,Automatyczna,None,2022
True,Mercedes-Benz,1991,Biały,Benzyna,184,True,148500,True,4,Polska,99900,Automatyczna,None,2017
True,Kia,None,Granatowy,Elektryczny,204,True,32500,True,5,Polska,137999,Automatyczna,None,2021
True,Mercedes-Benz,1332,Biały,Benzyna,163,True,12400,True,5,Polska,169900,Automatyczna,None,2022
True,Audi,1498,Szary,Benzyna,150,True,42500,True,5,Niemcy,84900,Manualna,None,2019
True,MINI,1198,Beżowy,Benzyna,102,True,19000,True,3,Polska,56500,Automatyczna,None,2014
None,Audi,1968,Niebieski,Diesel,143,True,245000,None,5,Niemcy,29900,Manualna,None,2008
True,Audi,1984,Czarny,Benzyna,150,True,6000,True,4,Polska,150060,Automatyczna,None,2023
None,Fiat,1910,Bordowy,Diesel,150,True,212000,True,5,None,16000,Manualna,None,2007
None,Volkswagen,1968,Inny kolor,Diesel,140,True,335000,None,5,None,12000,Manualna,None,2005
True,Seat,1395,Szary,Benzyna,125,True,126500,None,4,None,44700,Automatyczna,None,2017
None,Toyota,1490,Biały,Hybryda,92,True,4554,None,5,None,92000,Automatyczna,None,2022
True,Mercedes-Benz,2987,Czarny,Diesel,258,True,181500,True,5,Niemcy,99900,Automatyczna,None,2012
True,Renault,1598,Granatowy,Benzyna,115,True,198500,True,5,Polska,37900,Manualna,None,2018
True,Opel,1362,Srebrny,Benzyna,140,True,160618,True,3,Niemcy,34999,Manualna,None,2013
None,Opel,1364,Biały,Benzyna,140,True,107000,True,5,Holandia,38900,Manualna,None,2012
True,Mercedes-Benz,2148,Czarny,Diesel,170,True,203000,None,5,Niemcy,28900,Automatyczna,None,2008
True,Toyota,2487,Biały,Hybryda,185,True,5,True,5,Polska,279900,Automatyczna,None,2023
None,Ford,1560,Srebrny,Diesel,90,True,310253,None,3,Niemcy,1700,Manualna,None,2005
True,Mercedes-Benz,5461,Biały,Benzyna,585,True,62805,None,5,Japonia,288500,Automatyczna,None,2015
None,Toyota,998,Czerwony,Benzyna,69,True,89332,True,3,Polska,10700,Manualna,None,2007
True,Renault,1397,Inny kolor,Benzyna,130,True,139000,True,5,Niemcy,19900,Manualna,None,2010
True,BMW,2993,Szary,Benzyna,510,True,20000,True,2,Polska,400000,Automatyczna,None,2022
True,Audi,1984,Zielony,Benzyna,265,True,28245,True,5,Polska,246472,Automatyczna,None,2021
None,Opel,1364,Niebieski,Benzyna,140,True,80000,None,5,None,73100,Automatyczna,None,2018
None,Audi,1984,Szary,Benzyna,130,True,170000,None,4,None,22500,Manualna,None,2005
None,Maserati,4691,Srebrny,Benzyna,460,True,68000,None,2,None,299999,Automatyczna,None,2014
None,Cadillac,1910,Czarny,Diesel,150,True,298000,None,5,None,13500,Manualna,None,2007
None,Tesla,None,Czarny,Elektryczny,525,True,119000,True,5,Szwecja,139000,Automatyczna,None,2016
True,Peugeot,1560,Srebrny,Diesel,115,True,162474,True,5,Niemcy,36999,Manualna,None,2015
True,Honda,1799,Szary,Benzyna+LPG,140,True,192000,True,5,Polska,29000,Manualna,None,2008
True,Audi,1984,Srebrny,Benzyna,245,True,120596,True,5,None,194380,Automatyczna,None,2019
True,Skoda,1968,Szary,Diesel,190,True,166801,True,5,Polska,99900,Automatyczna,None,2019
True,Toyota,998,Bordowy,Benzyna,69,True,90058,True,5,Niemcy,29999,Manualna,None,2012
None,Cupra,1498,Szary,Benzyna,150,False,5,True,5,None,167000,Automatyczna,None,2023
None,Volkswagen,2967,Niebieski,Diesel,224,True,152000,None,4,None,152000,Automatyczna,None,2017
None,BMW,2993,Czarny,Diesel,286,True,265000,None,2,None,89900,Automatyczna,None,2011
None,Volvo,1969,Czarny,Benzyna,247,True,23793,None,5,Stany Zjednoczone,122900,Automatyczna,None,2020
True,Audi,1968,Biały,Diesel,190,True,154977,True,5,Polska,162000,Automatyczna,None,2018
None,Land Rover,2497,Zielony,Diesel,136,True,290000,None,5,None,16900,Automatyczna,None,1997
None,Skoda,1598,Srebrny,Diesel,115,True,234100,True,5,Polska,44500,Manualna,None,2019
True,Toyota,1995,Szary,Diesel,143,True,144000,True,5,Polska,77777,Manualna,None,2016
None,Mercedes-Benz,1796,Srebrny,Benzyna+LPG,163,True,244621,True,5,None,17500,Automatyczna,None,2004
True,Volkswagen,1498,Szary,Benzyna,150,True,24250,True,5,Polska,119900,Automatyczna,None,2021
True,Volkswagen,1984,Czarny,Benzyna,320,True,21000,True,5,Polska,215000,Automatyczna,None,2022
True,Hyundai,1591,Brązowy,Benzyna,135,True,160771,True,5,Niemcy,47999,Manualna,None,2013
True,Mercedes-Benz,None,Czarny,Elektryczny,523,False,5,True,5,Polska,698799,Automatyczna,None,2022
None,Opel,1686,Szary,Diesel,125,True,252000,None,5,None,21900,Manualna,None,2011
True,Audi,1896,Szary,Diesel,105,True,251482,None,5,None,18500,Manualna,None,2006
True,Toyota,1598,Szary,Benzyna,132,True,145000,None,5,Niemcy,35000,Manualna,None,2012
True,Opel,1598,Biały,Diesel,110,True,300000,True,5,Polska,21200,Manualna,None,2017
True,Volkswagen,1968,Szary,Diesel,150,True,149950,True,4,Polska,86500,Automatyczna,None,2019
None,Skoda,1598,Srebrny,Diesel,115,True,231850,True,5,None,43900,Manualna,None,2019
None,Skoda,1598,Srebrny,Diesel,115,True,220000,True,5,Polska,42900,Manualna,None,2019
True,Mercedes-Benz,1950,Biały,Diesel,239,True,45000,True,4,Polska,399000,Automatyczna,None,2022
True,Mercedes-Benz,1950,Biały,Diesel,195,True,98000,True,2,Polska,190650,Automatyczna,None,2018
True,Volkswagen,1390,Srebrny,Benzyna,122,True,249000,True,5,Niemcy,19800,Manualna,None,2009
True,Audi,2995,Biały,Benzyna,340,True,71000,None,5,Niemcy,205000,Automatyczna,None,2018
None,Nissan,1598,Czarny,Benzyna,114,True,180000,True,5,Niemcy,29900,Manualna,None,2009
None,BMW,1995,Granatowy,Diesel,177,True,210316,None,5,None,42900,Automatyczna,None,2010
True,Ford,1995,Czarny,Diesel,213,True,114000,True,4,Polska,178350,Automatyczna,None,2021
True,Mercedes-Benz,2996,Brązowy,Benzyna,367,True,130000,True,2,Polska,188000,Automatyczna,None,2018
None,Kia,1591,Czarny,Benzyna,204,True,135000,None,5,None,36900,Manualna,None,2015
True,Opel,1199,Biały,Benzyna,130,True,54141,True,5,Niemcy,62900,Manualna,None,2018
True,Audi,1968,Czarny,Diesel,190,True,93000,True,5,Belgia,115900,Automatyczna,None,2017
None,Peugeot,1998,Srebrny,Diesel,150,True,204000,None,6,None,92000,Manualna,None,2018
None,BMW,2993,Czarny,Diesel,313,True,243000,None,5,None,54999,Automatyczna,None,2012
None,Fiat,1248,Niebieski,Diesel,70,True,265000,True,3,None,6999,Manualna,None,2007
None,Mazda,1349,Czarny,Benzyna,75,True,204748,None,5,None,13900,Manualna,None,2008
None,Renault,1995,Szary,Diesel,114,True,272710,None,4,None,43000,Manualna,None,2014
None,Skoda,999,Szary,Benzyna,95,True,36500,None,5,None,55000,Manualna,None,2020
True,Volkswagen,1598,Srebrny,Diesel,105,True,197466,True,5,Niemcy,25700,Manualna,None,2010
None,Audi,3993,Czarny,Benzyna,560,True,110000,True,5,Niemcy,225000,Automatyczna,None,2014
None,Ford,1997,Szary,Diesel,163,True,296600,True,5,None,39999,Automatyczna,None,2014
True,BMW,1995,Biały,Diesel,190,True,226000,True,5,Polska,102500,Automatyczna,None,2015
None,BMW,4395,Czarny,Benzyna,530,True,81500,None,2,None,89900,Automatyczna,None,2019
True,SsangYong,1497,Bordowy,Benzyna,163,True,26000,True,5,Polska,79999,Automatyczna,None,2020
None,Suzuki,1910,Biały,Diesel,120,True,169927,None,5,None,24900,Manualna,None,2014
None,Citroën,1997,Biały,Diesel,163,True,259000,None,5,None,12800,Manualna,None,2011
True,Volkswagen,1968,Czarny,Diesel,140,True,160109,True,5,Niemcy,53999,Manualna,None,2012
None,Audi,1968,Czarny,Diesel,150,True,227300,None,5,Finlandia,55900,Automatyczna,None,2014
None,Jaguar,5000,Granatowy,Benzyna,510,True,122000,None,4,None,56999,Automatyczna,None,2012
None,Ford,1596,Czarny,Benzyna,150,True,170000,None,5,None,29900,Manualna,None,2011
None,BMW,2998,Czarny,Benzyna,326,True,225000,None,4,Stany Zjednoczone,115000,Automatyczna,None,2017
None,MINI,1397,Niebieski,Benzyna,95,True,189000,None,3,None,5499,Manualna,None,2007
True,BMW,1998,Czarny,Benzyna,231,True,76000,None,5,Stany Zjednoczone,89000,Automatyczna,None,2018
None,Suzuki,1490,Czerwony,Benzyna,102,True,108000,None,3,Francja,11500,Manualna,None,2007
True,BMW,1995,Czarny,Diesel,184,True,238936,None,5,None,37500,Automatyczna,None,2012
None,Seat,1199,Czarny,Diesel,75,True,195000,True,5,Dania,17600,Manualna,None,2011
True,BMW,2993,Biały,Diesel,313,True,248050,True,5,Polska,140000,Automatyczna,None,2016
None,Volkswagen,1598,Srebrny,Diesel,105,True,194000,None,5,None,25500,Manualna,None,2015
None,Nissan,1197,Biały,Benzyna,115,True,64700,None,5,None,54900,Manualna,None,2016
None,Audi,1984,Czarny,Benzyna,225,True,130000,None,5,Stany Zjednoczone,70000,Automatyczna,None,2014
True,Skoda,1968,Czarny,Diesel,150,True,75600,None,5,Polska,115000,Automatyczna,None,2019
True,Audi,2967,Czarny,Diesel,250,True,235000,None,4,Polska,89000,Automatyczna,None,2011
None,Renault,1995,Srebrny,Diesel,150,True,149000,None,5,Niemcy,9700,Manualna,None,2014
True,Mercedes-Benz,1595,Szary,Benzyna,122,True,199000,True,5,Niemcy,49900,Automatyczna,None,2012
True,Mercedes-Benz,1991,Szary,Benzyna,190,True,97000,True,4,Polska,152900,Automatyczna,None,2019
True,Skoda,1199,Czerwony,Diesel,75,True,240384,True,5,Polska,16900,Manualna,None,2012
True,Honda,1997,Czarny,Benzyna,155,True,166000,True,5,Polska,66800,Manualna,None,2014
True,Toyota,1998,Czarny,Diesel,124,True,170000,True,5,Belgia,60900,Manualna,None,2014
True,BMW,2993,Czarny,Diesel,235,True,226523,True,5,Niemcy,30900,Automatyczna,None,2008
None,BMW,1995,Czarny,Benzyna,143,True,138000,None,5,None,24900,Manualna,None,2010
True,BMW,2993,Brązowy,Diesel,265,True,64000,True,5,Polska,186500,Automatyczna,None,2017
None,Jeep,1994,Czarny,Benzyna,270,True,67000,None,5,None,92000,Automatyczna,None,2019
True,BMW,1998,Biały,Benzyna,306,True,14000,True,5,Niemcy,179900,Automatyczna,None,2022
True,Suzuki,998,Biały,Benzyna,111,True,104247,True,5,Polska,60000,Manualna,None,2017
None,Audi,1968,Czarny,Diesel,143,True,304000,None,5,None,33000,Manualna,None,2008
True,Nissan,1198,Czerwony,Benzyna,80,True,198000,True,5,Polska,22900,Manualna,None,2012
True,Ford,999,Niebieski,Benzyna,125,True,78600,True,5,Polska,37000,Manualna,None,2015
True,Nissan,1198,Biały,Benzyna,80,True,182000,True,5,Niemcy,19900,Manualna,None,2012
None,Mercedes-Benz,1461,Biały,Diesel,110,True,254000,None,5,None,38900,Manualna,None,2015
None,Mercedes-Benz,1796,Czarny,Benzyna,163,True,112000,None,2,None,44900,Automatyczna,None,2005
None,Kia,1368,Bordowy,Benzyna,100,True,99575,True,5,Polska,59850,Manualna,None,2019
None,Opel,1398,Szary,Benzyna,90,True,109000,None,3,None,31500,Manualna,None,2016
True,Mercedes-Benz,1595,Szary,Benzyna,156,True,239000,True,5,Niemcy,40900,Automatyczna,None,2013
None,BMW,1995,Czarny,Benzyna,129,True,202000,None,5,None,19900,Manualna,None,2006
True,Seat,1896,Czarny,Diesel,105,True,233000,True,5,Niemcy,15700,Manualna,None,2007
True,Hyundai,2497,Biały,Diesel,170,True,294000,True,5,Niemcy,30000,Automatyczna,None,2013
None,Citroën,1560,Biały,Diesel,109,True,253000,None,5,None,8200,Manualna,None,2008
None,BMW,1995,Szary,Diesel,150,True,210000,None,5,None,44999,Manualna,None,2016
True,BMW,1995,Biały,Diesel,115,True,273000,None,5,None,19000,Manualna,None,2009
True,Audi,2967,Biały,Diesel,218,True,226000,True,5,Polska,137000,Automatyczna,None,2018
None,Peugeot,1997,Srebrny,Diesel,163,True,170149,True,2,None,27999,Manualna,None,2010
None,Volvo,2435,Granatowy,Benzyna,200,True,248728,None,5,None,19000,Automatyczna,None,2001
None,Mercedes-Benz,3498,Srebrny,Benzyna,272,True,64152,True,4,Japonia,99000,Automatyczna,None,2011
None,Citroën,998,Czarny,Benzyna,68,True,144000,None,3,None,9500,Manualna,None,2007
True,Audi,1984,Czarny,Benzyna,230,True,73000,True,5,Niemcy,154900,Automatyczna,None,2019
True,Mercedes-Benz,2298,Czarny,Benzyna,132,True,217000,True,5,Niemcy,27999,Automatyczna,None,1992
None,Renault,1390,Biały,Benzyna+LPG,98,True,292000,None,5,None,8900,Manualna,None,2006
None,Mazda,1499,Bordowy,Diesel,105,True,233800,True,5,None,56900,Manualna,None,2016
None,Dacia,1197,Niebieski,Benzyna,125,True,55560,None,5,None,42900,Manualna,None,2015
True,Citroën,1997,Szary,Benzyna,140,True,179270,None,5,Niemcy,17999,Automatyczna,None,2008
None,Nissan,1332,Szary,Benzyna,140,True,35000,None,5,None,103500,Automatyczna,None,2021
True,Volkswagen,1968,Czarny,Diesel,150,True,116000,None,5,Niemcy,60000,Manualna,None,2016
True,Ford,1084,Biały,Benzyna,85,True,78000,None,5,Polska,42400,Manualna,None,2017
True,Hyundai,1591,Beżowy,Benzyna,132,True,173000,None,5,Polska,69500,Manualna,None,2018
None,Audi,1798,Srebrny,Benzyna,160,True,102750,None,5,None,40000,Manualna,None,2008
True,Audi,2967,Szary,Diesel,245,True,283500,True,5,Polska,95938,Automatyczna,None,2014
